settlement_id,transaction_id,settlement_date,settlement_amount
SET2000583,TXN1000654,2025-07-21,37.45
SET2000584,TXN1000655,2025-07-14,122.84
SET2000585,TXN1000656,2025-10-07,101.34
SET2000586,TXN1000657,2025-08-20,37.35
SET2000587,TXN1000658,2025-01-27,26.73
SET2000588,TXN1000659,2025-04-16,39.71
SET2000589,TXN1000660,2025-03-07,20.55
SET2000590,TXN1000661,2025-09-26,78.76
SET2000591,TXN1000662,2025-01-13,171.89
SET2000592,TXN1000663,2025-03-15,207.94
SET2000593,TXN1000664,2025-08-07,27.9
SET2000594,TXN1000665,2025-09-11,125.14
SET2000595,TXN1000666,2025-07-03,71.35
SET2000596,TXN1000667,2025-11-11,9.81
SET2000597,TXN1000668,2025-12-02,51.12
SET2000598,TXN1000669,2025-02-18,46.76
SET2000599,TXN1000670,2025-12-14,175.68
SET2000600,TXN1000671,2025-08-14,33.22
SET2000601,TXN1000672,2025-08-21,104.63
SET2000602,TXN1000673,2025-02-05,61.21
SET2000603,TXN1000674,2025-08-16,20.98
SET2000604,TXN1000675,2025-09-22,37.43
SET2000605,TXN1000676,2025-07-31,227.08
SET2000606,TXN1000677,2025-01-31,58.05
SET2000607,TXN1000678,2025-07-10,137.65
SET2000608,TXN1000679,2025-12-08,131.74
SET2000609,TXN1000681,2025-02-20,23.89
SET2000610,TXN1000682,2025-12-17,26.54
SET2000611,TXN1000683,2025-12-16,213.01
SET2000612,TXN1000684,2025-03-04,75.29
SET2000613,TXN1000685,2025-10-20,16.66
SET2000614,TXN1000686,2025-05-29,129.95
SET2000615,TXN1000687,2025-08-05,15.97
SET2000616,TXN1000688,2025-06-12,34.44
SET2000617,TXN1000689,2025-10-13,71.17
SET2000618,TXN1000690,2025-12-30,500.86
SET2000619,TXN1000691,2025-10-18,128.1
SET2000620,TXN1000692,2025-12-06,45.34
SET2000621,TXN1000694,2025-02-02,139.18
SET2000622,TXN1000695,2025-04-03,207.99
SET2000623,TXN1000696,2025-09-21,54.7
SET2000624,TXN1000697,2025-08-04,55.99
SET2000625,TXN1000698,2025-01-19,34.33
SET2000626,TXN1000699,2025-02-04,113.54
SET2000627,TXN1000700,2025-07-09,151.53
SET2000628,TXN1000701,2025-08-13,14.14
SET2000629,TXN1000702,2025-03-03,48.55
SET2000630,TXN1000704,2025-02-17,75.24
SET2000631,TXN1000705,2025-07-26,24.77
SET2000632,TXN1000706,2025-01-03,23.19
SET2000633,TXN1000707,2025-07-28,163.83
SET2000634,TXN1000708,2025-06-23,58.41
SET2000635,TXN1000709,2025-06-20,63.57
SET2000636,TXN1000710,2025-09-06,94.19
SET2000637,TXN1000711,2025-07-10,144.99
SET2000638,TXN1000712,2025-09-23,47.71
SET2000639,TXN1000715,2025-10-20,158.41
SET2000640,TXN1000716,2025-07-08,63.15
SET2000641,TXN1000719,2025-08-07,288.59
SET2000642,TXN1000720,2025-02-20,70.77
SET2000643,TXN1000722,2025-11-05,315.58
SET2000644,TXN1000723,2025-02-13,185.55
SET2000645,TXN1000724,2025-10-15,172.06
SET2000646,TXN1000725,2025-02-14,44.68
SET2000647,TXN1000726,2025-09-21,41.27
SET2000648,TXN1000727,2025-02-02,15.37
SET2000649,TXN1000728,2025-06-28,144.31
SET2000650,TXN1000729,2025-08-29,70.92
SET2000651,TXN1000730,2025-09-25,15.79
SET2000652,TXN1000731,2025-06-02,174.42
SET2000653,TXN1000733,2025-10-10,56.19
SET2000654,TXN1000734,2025-03-18,19.88
SET2000655,TXN1000735,2025-09-02,98.87
SET2000656,TXN1000736,2025-09-25,99.63
SET2000657,TXN1000737,2025-05-02,64.17
SET2000658,TXN1000738,2025-09-29,47.72
SET2000659,TXN1000739,2025-11-24,545.21
SET2000660,TXN1000740,2025-10-27,25.47
SET2000661,TXN1000741,2025-10-06,37.44
SET2000662,TXN1000742,2025-08-20,117.52
SET2000663,TXN1000743,2025-04-09,29.62
SET2000664,TXN1000744,2025-10-18,27.92
SET2000665,TXN1000745,2025-05-13,164.88
SET2000666,TXN1000746,2025-07-15,108.22
SET2000667,TXN1000747,2025-04-26,98.23
SET2000668,TXN1000748,2025-04-25,77.13
SET2000669,TXN1000751,2025-02-23,62.6
SET2000670,TXN1000752,2025-02-03,131.23
SET2000671,TXN1000753,2025-12-08,93.76
SET2000672,TXN1000754,2025-07-22,31.74
SET2000673,TXN1000755,2025-06-09,125.42
SET2000674,TXN1000757,2025-05-20,51.61
SET2000675,TXN1000758,2025-02-16,26.75
SET2000676,TXN1000760,2025-03-06,311.46
SET2000677,TXN1000761,2025-07-21,20.56
SET2000678,TXN1000762,2025-12-13,34.63
SET2000679,TXN1000763,2025-12-08,100.32
SET2000680,TXN1000764,2025-05-12,45.79
SET2000681,TXN1000765,2025-10-12,75.52
SET2000682,TXN1000766,2025-08-13,209.27
SET2000683,TXN1000767,2025-06-24,112.58
SET2000684,TXN1000768,2025-02-21,45.84
SET2000685,TXN1000769,2025-05-18,59.92
SET2000686,TXN1000770,2025-08-27,101.95
SET2000687,TXN1000771,2025-12-28,110.83
SET2000688,TXN1000772,2025-01-02,67.8
SET2000689,TXN1000773,2025-09-19,88.99
SET2000690,TXN1000774,2025-11-05,89.06
SET2000691,TXN1000775,2025-12-14,61.94
SET2000692,TXN1000776,2025-06-05,41.09
SET2000693,TXN1000777,2025-02-13,120.79
SET2000694,TXN1000778,2025-04-09,84.22
SET2000695,TXN1000780,2025-11-17,34.44
SET2000696,TXN1000781,2025-08-21,45.4
SET2000697,TXN1000782,2025-02-14,56.77
SET2000698,TXN1000783,2025-02-14,174.71
SET2000699,TXN1000784,2025-06-24,864.25
SET2000700,TXN1000785,2025-08-03,9.33
SET2000701,TXN1000786,2025-01-12,85.07
SET2000702,TXN1000787,2025-09-08,70.5
SET2000703,TXN1000788,2025-07-18,57.72
SET2000704,TXN1000789,2025-01-05,102.96
SET2000705,TXN1000790,2025-02-04,75.18
SET2000706,TXN1000791,2025-06-15,49.94
SET2000707,TXN1000792,2025-09-21,68.26
SET2000708,TXN1000793,2025-10-29,104.09
SET2000709,TXN1000794,2025-06-07,96.46
SET2000710,TXN1000795,2025-04-18,77.55
SET2000711,TXN1000796,2025-12-22,41.81
SET2000712,TXN1000797,2025-06-17,636.07
SET2000713,TXN1000799,2025-06-11,122.73
SET2000714,TXN1000800,2025-01-05,44.42
SET2000715,TXN1000801,2025-04-22,77.61
SET2000716,TXN1000802,2025-07-08,77.11
SET2000717,TXN1000803,2025-12-02,14.45
SET2000718,TXN1000804,2025-09-27,37.59
SET2000719,TXN1000806,2025-07-18,41.25
SET2000720,TXN1000807,2025-02-12,28.34
SET2000721,TXN1000808,2025-05-23,69.07
SET2000722,TXN1000809,2025-12-30,203.95
SET2000723,TXN1000810,2025-01-17,74.02
SET2000724,TXN1000811,2025-11-17,25.92
SET2000725,TXN1000812,2025-09-07,29.23
SET2000726,TXN1000813,2025-04-14,49.32
SET2000727,TXN1000814,2025-10-11,21.49
SET2000728,TXN1000815,2025-11-02,85.08
SET2000729,TXN1000817,2025-02-08,42.07
SET2000730,TXN1000818,2025-08-31,70.87
SET2000731,TXN1000820,2025-01-09,40.3
SET2000732,TXN1000821,2025-09-01,77.61
SET2000733,TXN1000822,2025-02-19,39.23
SET2000734,TXN1000823,2025-08-27,34.93
SET2000735,TXN1000824,2025-08-16,18.26
SET2000736,TXN1000825,2025-02-03,70.22
SET2000737,TXN1000826,2025-09-06,156.59
SET2000738,TXN1000827,2025-11-24,117.43
SET2000739,TXN1000828,2025-11-12,219.99
SET2000740,TXN1000829,2025-01-11,38.88
SET2000741,TXN1000830,2025-03-31,131.72
SET2000742,TXN1000831,2025-03-29,27.6
SET2000743,TXN1000832,2025-06-15,117.61
SET2000744,TXN1000833,2025-02-22,248.48
SET2000745,TXN1000834,2025-11-08,99.36
SET2000746,TXN1000835,2025-10-11,252.01
SET2000747,TXN1000836,2025-10-23,41.31
SET2000748,TXN1000838,2025-01-06,32.05
SET2000749,TXN1000839,2025-11-29,68.57
SET2000750,TXN1000840,2025-04-16,82.74
SET2000751,TXN1000842,2025-11-28,45.64
SET2000752,TXN1000843,2025-01-14,45.03
SET2000753,TXN1000844,2025-01-02,87.89
SET2000754,TXN1000845,2025-01-02,58.71
SET2000755,TXN1000846,2025-03-01,26.54
SET2000756,TXN1000847,2025-01-19,14.62
SET2000757,TXN1000848,2025-10-27,41.41
SET2000758,TXN1000849,2025-08-12,22.07
SET2000759,TXN1000850,2025-12-24,34.18
SET2000760,TXN1000852,2025-12-20,59.33
SET2000761,TXN1000853,2025-03-29,39.14
SET2000762,TXN1000854,2025-04-16,384.89
SET2000763,TXN1000855,2025-11-07,24.32
SET2000764,TXN1000856,2025-03-31,175.45
SET2000765,TXN1000857,2025-01-23,58.55
SET2000766,TXN1000859,2025-10-20,106.7
SET2000767,TXN1000860,2025-12-20,46.42
SET2000768,TXN1000861,2025-12-05,34.97
SET2000769,TXN1000862,2025-02-14,279.18
SET2000770,TXN1000863,2025-10-09,11.52
SET2000771,TXN1000864,2025-11-05,54.82
SET2000773,TXN1000866,2025-10-27,205.7
SET2000774,TXN1000867,2025-11-02,48.49
SET2000775,TXN1000868,2025-06-12,560.49
SET2000776,TXN1000869,2025-01-15,122.4
SET2000777,TXN1000870,2025-06-17,10.04
SET2000778,TXN1000871,2025-03-16,20.84
SET2000779,TXN1000872,2025-02-11,80.6
SET2000780,TXN1000873,2025-02-15,26.71
SET2000781,TXN1000874,2025-09-12,103.37
SET2000782,TXN1000875,2025-07-04,46.39
SET2000784,TXN1000877,2025-09-29,30.83
SET2000785,TXN1000878,2025-07-20,131.83
SET2000786,TXN1000879,2025-08-18,13.22
SET2000787,TXN1000880,2025-02-01,153.89
SET2000788,TXN1000881,2025-11-07,157.53
SET2000789,TXN1000882,2025-06-14,51.16
SET2000790,TXN1000883,2025-02-26,21.68
SET2000791,TXN1000884,2025-10-25,104.03
SET2000792,TXN1000885,2025-09-26,45.19
SET2000793,TXN1000886,2025-01-20,19.84
SET2000794,TXN1000887,2025-03-12,307.14
SET2000795,TXN1000888,2025-01-06,32.87
SET2000796,TXN1000889,2025-04-09,20.54
SET2000797,TXN1000890,2025-02-06,83.77
SET2000798,TXN1000891,2025-09-18,63.16
SET2000799,TXN1000892,2025-07-10,218.97
SET2000800,TXN1000893,2025-12-24,49.18
SET2000801,TXN1000894,2025-10-01,49.6
SET2000802,TXN1000895,2025-08-12,87.2
SET2000803,TXN1000896,2025-07-05,78.23
SET2000804,TXN1000897,2025-01-20,80.16
SET2000805,TXN1000898,2025-01-27,82.89
SET2000806,TXN1000899,2025-08-14,76.07
SET2000807,TXN1000900,2025-01-04,47.79
SET2000808,TXN1000902,2025-03-21,50.0
SET2000809,TXN1000903,2025-11-19,126.91
SET2000810,TXN1000904,2025-06-17,202.39
SET2000811,TXN1000905,2025-09-16,38.78
SET2000812,TXN1000907,2025-03-05,37.71
SET2000813,TXN1000908,2025-05-16,37.93
SET2000814,TXN1000909,2025-02-03,102.72
SET2000815,TXN1000910,2025-10-09,94.94
SET2000816,TXN1000911,2025-03-08,70.63
SET2000817,TXN1000912,2025-05-19,128.33
SET2000818,TXN1000913,2025-12-24,81.62
SET2000819,TXN1000914,2025-08-05,348.14
SET2000820,TXN1000915,2025-06-17,63.91
SET2000821,TXN1000916,2025-07-18,33.66
SET2000823,TXN1000918,2025-04-03,97.23
SET2000824,TXN1000919,2025-08-21,98.37
SET2000825,TXN1000920,2025-11-15,78.66
SET2000826,TXN1000921,2025-07-28,33.8
SET2000827,TXN1000922,2025-06-12,161.89
SET2000828,TXN1000923,2025-02-22,314.06
SET2000829,TXN1000924,2025-04-01,68.26
SET2000830,TXN1000925,2025-12-12,283.86
SET2000831,TXN1000926,2025-07-17,133.35
SET2000832,TXN1000927,2025-04-20,393.45
SET2000833,TXN1000928,2025-06-03,97.33
SET2000834,TXN1000929,2025-07-30,74.39
SET2000835,TXN1000930,2025-07-16,130.83
SET2000836,TXN1000931,2025-09-13,47.14
SET2000837,TXN1000932,2025-04-04,92.36
SET2000838,TXN1000933,2025-08-27,193.36
SET2000839,TXN1000934,2025-06-11,128.46
SET2000840,TXN1000935,2025-12-10,65.06
SET2000841,TXN1000936,2025-02-27,78.28
SET2000842,TXN1000937,2025-02-24,122.26
SET2000843,TXN1000938,2025-06-20,119.05
SET2000844,TXN1000939,2025-07-05,121.52
SET2000845,TXN1000940,2025-09-10,87.49
SET2000846,TXN1000941,2025-05-28,34.48
SET2000847,TXN1000942,2025-11-30,39.17
SET2000848,TXN1000943,2025-06-24,96.44
SET2000849,TXN1000944,2025-02-19,129.69
SET2000850,TXN1000945,2025-02-13,116.93
SET2000851,TXN1000946,2025-12-22,38.85
SET2000852,TXN1000947,2025-02-18,59.09
SET2000853,TXN1000948,2025-12-12,26.06
SET2000854,TXN1000949,2025-04-13,21.91
SET2000855,TXN1000950,2025-02-04,71.18
SET2000856,TXN1000951,2025-04-22,197.66
SET2000857,TXN1000952,2025-08-13,72.23
SET2000858,TXN1000953,2025-06-06,306.9
SET2000859,TXN1000954,2025-10-16,58.48
SET2000860,TXN1000955,2025-08-12,68.37
SET2000861,TXN1000956,2025-05-27,30.18
SET2000862,TXN1000957,2025-08-21,50.51
SET2000863,TXN1000958,2025-12-21,25.74
SET2000864,TXN1000959,2025-05-31,19.37
SET2000865,TXN1000960,2025-02-26,26.09
SET2000866,TXN1000961,2025-05-30,71.39
SET2000867,TXN1000962,2025-11-03,36.99
SET2000868,TXN1000963,2025-03-21,44.71
SET2000869,TXN1000964,2025-12-13,92.56
SET2000870,TXN1000965,2025-08-04,19.32
SET2000871,TXN1000966,2025-08-08,71.15
SET2000872,TXN1000968,2025-12-02,140.84
SET2000873,TXN1000969,2025-01-14,100.81
SET2000874,TXN1000970,2025-04-21,63.96
SET2000875,TXN1000972,2025-06-24,62.43
SET2000876,TXN1000973,2025-06-23,250.33
SET2000877,TXN1000974,2025-02-24,82.97
SET2000878,TXN1000975,2025-03-24,61.22
SET2000879,TXN1000977,2025-07-28,69.39
SET2000880,TXN1000978,2025-05-09,79.89
SET2000881,TXN1000979,2025-07-27,54.74
SET2000882,TXN1000980,2025-08-04,47.85
SET2000883,TXN1000981,2025-09-14,147.94
SET2000884,TXN1000982,2025-07-19,14.01
SET2000885,TXN1000983,2025-08-25,97.8
SET2000886,TXN1000984,2025-08-03,45.54
SET2000887,TXN1000986,2025-08-14,30.58
SET2000888,TXN1000987,2025-04-26,64.79
SET2000889,TXN1000988,2025-03-31,72.33
SET2000890,TXN1000989,2025-10-15,120.54
SET2000891,TXN1000990,2025-05-06,127.28
SET2000892,TXN1000991,2025-07-20,19.35
SET2000893,TXN1000992,2025-03-13,90.2
SET2000894,TXN1000993,2025-06-08,119.44
SET2000895,TXN1000994,2025-07-13,79.45
SET2000896,TXN1000996,2025-07-12,14.21
SET2000897,TXN1000997,2025-05-13,30.2
SET2000898,TXN1000998,2025-12-18,198.91
SET2000899,TXN1000999,2025-07-07,53.32
SET2000900,TXN1001001,2025-09-26,23.98
SET2000901,TXN1001002,2025-07-23,233.0
SET2000902,TXN1001003,2025-11-20,40.91
SET2000903,TXN1001004,2025-02-16,132.95
SET2000904,TXN1001005,2025-12-03,52.65
SET2000905,TXN1001006,2025-11-07,73.15
SET2000906,TXN1001007,2025-07-03,107.39
SET2000907,TXN1001008,2025-09-25,40.83
SET2000908,TXN1001009,2025-07-09,126.58
SET2000909,TXN1001010,2025-04-09,53.91
SET2000910,TXN1001012,2025-04-01,8.04
SET2000911,TXN1001013,2025-04-25,50.91
SET2000912,TXN1001014,2025-07-09,183.25
SET2000913,TXN1001015,2025-11-03,116.25
SET2000914,TXN1001016,2025-05-21,135.54
SET2000915,TXN1001017,2025-07-02,69.59
SET2000916,TXN1001019,2025-02-12,83.99
SET2000917,TXN1001020,2025-01-21,39.33
SET2000918,TXN1001021,2025-01-27,132.17
SET2000919,TXN1001022,2025-11-14,139.5
SET2000920,TXN1001023,2025-11-04,110.35
SET2000921,TXN1001024,2025-10-28,48.31
SET2000922,TXN1001025,2025-01-21,83.53
SET2000923,TXN1001026,2025-01-29,203.3
SET2000924,TXN1001027,2025-04-13,97.71
SET2000925,TXN1001028,2025-07-26,20.45
SET2000926,TXN1001030,2025-06-27,38.85
SET2000928,TXN1001032,2025-09-24,12.32
SET2000929,TXN1001033,2025-04-27,302.62
SET2000930,TXN1001034,2025-01-25,33.08
SET2000931,TXN1001035,2025-09-29,35.05
SET2000932,TXN1001036,2025-11-26,14.11
SET2000933,TXN1001038,2025-06-09,62.01
SET2000934,TXN1001039,2025-10-30,50.36
SET2000935,TXN1001040,2025-09-15,52.54
SET2000936,TXN1001041,2025-11-09,106.72
SET2000937,TXN1001042,2025-06-01,45.42
SET2000938,TXN1001043,2025-05-16,13.58
SET2000939,TXN1001044,2025-09-16,23.73
SET2000940,TXN1001045,2025-02-26,22.76
SET2000941,TXN1001046,2025-03-29,83.12
SET2000942,TXN1001048,2025-09-01,215.43
SET2000943,TXN1001049,2025-02-13,18.03
SET2000944,TXN1001050,2025-07-05,109.53
SET2000945,TXN1001051,2025-05-14,40.77
SET2000946,TXN1001052,2025-07-03,691.43
SET2000947,TXN1001053,2025-12-16,201.71
SET2000948,TXN1001054,2025-01-28,260.22
SET2000950,TXN1001056,2025-06-14,90.51
SET2000951,TXN1001057,2025-10-09,48.32
SET2000952,TXN1001058,2025-06-04,38.71
SET2000953,TXN1001059,2025-04-24,35.16
SET2000955,TXN1001061,2025-09-09,232.37
SET2000956,TXN1001062,2025-02-22,50.13
SET2000957,TXN1001063,2025-09-15,37.42
SET2000958,TXN1001064,2025-10-04,20.35
SET2000959,TXN1001065,2025-05-22,81.11
SET2000960,TXN1001066,2025-12-04,178.29
SET2000961,TXN1001067,2025-08-22,185.58
SET2000962,TXN1001068,2025-05-02,200.89
SET2000963,TXN1001069,2025-01-04,92.97
SET2000964,TXN1001070,2025-09-04,71.68
SET2000965,TXN1001071,2025-03-18,186.01
SET2000966,TXN1001072,2025-10-04,27.44
SET2000967,TXN1001073,2025-07-11,46.87
SET2000968,TXN1001074,2025-06-20,262.09
SET2000969,TXN1001075,2025-03-02,28.23
SET2000970,TXN1001077,2025-03-02,110.51
SET2000971,TXN1001078,2025-06-02,71.25
SET2000972,TXN1001080,2025-12-02,226.0
SET2000973,TXN1001081,2025-12-28,97.88
SET2000974,TXN1001082,2025-12-17,202.77
SET2000975,TXN1001083,2025-07-22,31.72
SET2000976,TXN1001084,2025-03-15,58.79
SET2000977,TXN1001085,2025-11-03,456.76
SET2000978,TXN1001086,2025-10-20,315.56
SET2000979,TXN1001087,2025-12-28,24.01
SET2000980,TXN1001088,2025-08-26,66.01
SET2000981,TXN1001089,2025-02-21,74.36
SET2000982,TXN1001090,2025-07-03,93.06
SET2000983,TXN1001091,2025-06-14,183.41
SET2000984,TXN1001092,2025-11-04,290.42
SET2000985,TXN1001093,2025-05-26,68.71
SET2000986,TXN1001094,2025-04-30,163.63
SET2000987,TXN1001095,2025-01-30,112.01
SET2000988,TXN1001096,2025-11-01,65.57
SET2000989,TXN1001097,2025-10-04,17.14
SET2000990,TXN1001098,2025-01-16,150.62
SET2000991,TXN1001099,2025-06-09,108.22
SET2000992,TXN1001100,2025-06-25,91.07
SET2000993,TXN1001101,2025-06-21,30.42
SET2000994,TXN1001102,2025-12-03,319.68
SET2000995,TXN1001103,2025-02-24,75.34
SET2000996,TXN1001104,2025-04-22,26.76
SET2000997,TXN1001105,2025-03-08,23.53
SET2000998,TXN1001108,2025-12-10,46.04
SET2000999,TXN1001109,2025-01-17,96.55
SET2001000,TXN1001110,2025-08-19,113.76
SET2001001,TXN1001111,2025-03-26,74.59
SET2001002,TXN1001112,2025-03-12,38.05
SET2001003,TXN1001113,2025-04-17,143.9
SET2001004,TXN1001114,2025-03-12,130.33
SET2001005,TXN1001115,2025-06-28,105.02
SET2001006,TXN1001116,2025-12-30,34.23
SET2001007,TXN1001117,2025-08-03,22.99
SET2001008,TXN1001118,2025-09-21,70.9
SET2001009,TXN1001119,2025-06-30,140.28
SET2001010,TXN1001120,2025-01-06,153.28
SET2001011,TXN1001121,2025-01-31,106.43
SET2001012,TXN1001122,2025-04-10,46.51
SET2001013,TXN1001123,2025-03-30,35.05
SET2001014,TXN1001124,2025-11-04,65.79
SET2001015,TXN1001125,2025-11-04,66.29
SET2001016,TXN1001126,2025-11-08,161.72
SET2001017,TXN1001127,2025-08-22,45.43
SET2001018,TXN1001128,2025-07-23,48.55
SET2001019,TXN1001129,2025-08-25,345.15
SET2001020,TXN1001130,2025-05-29,230.67
SET2001021,TXN1001131,2025-09-02,32.91
SET2001022,TXN1001132,2025-10-19,215.94
SET2001023,TXN1001133,2025-10-06,27.18
SET2001024,TXN1001135,2025-01-22,51.61
SET2001025,TXN1001136,2025-09-22,54.96
SET2001026,TXN1001137,2025-05-14,109.49
SET2001027,TXN1001138,2025-09-29,72.62
SET2001028,TXN1001139,2025-07-16,109.05
SET2001029,TXN1001140,2025-11-18,48.35
SET2001030,TXN1001141,2025-05-04,89.96
SET2001031,TXN1001142,2025-12-06,71.04
SET2001032,TXN1001143,2025-11-05,21.96
SET2001033,TXN1001144,2025-05-01,98.14
SET2001034,TXN1001146,2025-07-13,37.67
SET2001035,TXN1001147,2025-10-08,47.47
SET2001036,TXN1001148,2025-09-10,48.41
SET2001037,TXN1001149,2025-11-07,54.82
SET2001038,TXN1001150,2025-05-16,272.37
SET2001039,TXN1001151,2025-07-04,355.03
SET2001040,TXN1001152,2025-06-07,7.53
SET2001041,TXN1001153,2025-11-29,98.55
SET2001042,TXN1001154,2025-04-22,143.16
SET2001043,TXN1001155,2025-08-03,56.1
SET2001044,TXN1001156,2025-02-13,140.12
SET2001045,TXN1001157,2025-11-07,250.47
SET2001046,TXN1001158,2025-05-21,22.25
SET2001047,TXN1001159,2025-05-05,74.22
SET2001048,TXN1001160,2025-08-01,319.07
SET2001049,TXN1001161,2025-07-02,24.77
SET2001050,TXN1001162,2025-11-06,60.81
SET2001051,TXN1001163,2025-07-13,46.59
SET2001052,TXN1001164,2025-07-08,154.7
SET2001053,TXN1001165,2025-02-08,172.95
SET2001054,TXN1001166,2025-01-09,75.93
SET2001055,TXN1001167,2025-05-26,68.43
SET2001056,TXN1001168,2026-01-01,16.86
SET2001057,TXN1001169,2025-12-01,208.18
SET2001058,TXN1001170,2025-08-18,50.27
SET2001059,TXN1001171,2025-08-19,59.51
SET2001060,TXN1001172,2025-05-23,145.08
SET2001061,TXN1001173,2025-03-06,78.11
SET2001062,TXN1001174,2025-01-04,148.87
SET2001063,TXN1001175,2025-05-04,108.06
SET2001064,TXN1001177,2025-03-11,85.49
SET2001065,TXN1001178,2025-04-05,27.16
SET2001066,TXN1001179,2025-01-10,59.19
SET2001067,TXN1001180,2025-08-10,158.74
SET2001068,TXN1001181,2025-12-05,32.5
SET2001069,TXN1001182,2025-09-10,37.63
SET2001070,TXN1001183,2025-06-13,32.99
SET2001071,TXN1001184,2025-06-03,75.39
SET2001072,TXN1001186,2025-02-21,103.31
SET2001073,TXN1001187,2025-08-07,11.69
SET2001074,TXN1001188,2025-07-26,112.04
SET2001075,TXN1001189,2025-01-03,46.82
SET2001076,TXN1001190,2025-06-01,100.23
SET2001077,TXN1001191,2025-04-12,59.17
SET2001078,TXN1001192,2025-03-04,33.5
SET2001079,TXN1001193,2025-09-14,62.98
SET2001080,TXN1001194,2025-07-11,46.84
SET2001081,TXN1001195,2025-08-20,85.3
SET2001082,TXN1001196,2025-09-20,32.83
SET2001083,TXN1001197,2025-12-25,27.12
SET2001084,TXN1001198,2025-10-21,119.78
SET2001085,TXN1001199,2025-08-15,161.92
SET2001086,TXN1001201,2025-06-25,39.69
SET2001087,TXN1001202,2025-12-26,36.89
SET2001088,TXN1001204,2025-08-26,135.95
SET2001089,TXN1001205,2025-11-26,34.47
SET2001090,TXN1001206,2025-07-08,135.26
SET2001091,TXN1001207,2025-09-21,111.0
SET2001092,TXN1001208,2025-04-14,179.5
SET2001093,TXN1001210,2025-08-16,102.94
SET2001094,TXN1001211,2025-10-14,20.6
SET2001095,TXN1001212,2025-06-18,108.65
SET2001096,TXN1001213,2025-11-13,73.14
SET2001097,TXN1001214,2025-01-28,49.47
SET2001098,TXN1001215,2025-02-11,198.3
SET2001099,TXN1001216,2025-07-05,59.08
SET2001100,TXN1001217,2025-09-26,43.66
SET2001101,TXN1001218,2025-10-24,163.9
SET2001102,TXN1001219,2025-06-10,48.23
SET2001103,TXN1001220,2025-08-26,41.95
SET2001104,TXN1001221,2025-07-21,27.07
SET2001105,TXN1001222,2025-12-17,34.6
SET2001106,TXN1001223,2025-08-27,37.06
SET2001107,TXN1001225,2025-12-20,29.51
SET2001108,TXN1001226,2025-02-09,15.09
SET2001109,TXN1001227,2025-12-27,84.99
SET2001110,TXN1001228,2025-02-26,40.16
SET2001111,TXN1001229,2025-04-17,65.82
SET2001112,TXN1001230,2025-10-27,186.03
SET2001113,TXN1001231,2025-09-25,70.61
SET2001114,TXN1001233,2025-10-01,63.15
SET2001115,TXN1001234,2025-08-21,149.24
SET2001116,TXN1001235,2025-05-07,43.04
SET2001117,TXN1001236,2025-01-02,72.69
SET2001118,TXN1001237,2025-02-15,31.61
SET2001119,TXN1001238,2025-04-19,34.77
SET2001120,TXN1001239,2025-01-16,55.72
SET2001121,TXN1001241,2025-10-11,75.75
SET2001122,TXN1001242,2025-12-18,52.34
SET2001123,TXN1001243,2025-06-28,80.45
SET2001124,TXN1001244,2025-11-16,23.32
SET2001125,TXN1001245,2025-12-26,116.91
SET2001126,TXN1001246,2025-11-10,259.33
SET2001127,TXN1001247,2025-06-19,219.03
SET2001128,TXN1001248,2025-04-29,305.86
SET2001129,TXN1001249,2025-12-23,68.99
SET2001130,TXN1001250,2025-03-30,50.31
SET2001131,TXN1001251,2025-05-31,98.5
SET2001132,TXN1001253,2025-10-18,16.57
SET2001133,TXN1001254,2025-08-26,128.44
SET2001134,TXN1001256,2025-03-23,20.62
SET2001135,TXN1001257,2025-07-22,44.41
SET2001136,TXN1001258,2025-07-17,56.3
SET2001137,TXN1001259,2025-10-20,67.32
SET2001138,TXN1001260,2025-04-08,67.97
SET2001139,TXN1001261,2025-12-04,199.38
SET2001140,TXN1001262,2025-06-12,23.79
SET2001141,TXN1001263,2025-10-28,59.04
SET2001142,TXN1001264,2025-03-29,33.01
SET2001143,TXN1001265,2025-01-14,182.17
SET2001144,TXN1001266,2025-01-21,42.56
SET2001145,TXN1001267,2025-05-17,50.65
SET2001146,TXN1001268,2025-12-15,154.43
SET2001147,TXN1001269,2025-01-19,192.45
SET2001148,TXN1001270,2025-05-16,216.61
SET2001149,TXN1001271,2025-02-09,17.91
SET2001150,TXN1001272,2025-12-07,98.13
SET2001151,TXN1001273,2025-09-04,82.77
SET2001152,TXN1001274,2025-10-06,64.01
SET2001153,TXN1001275,2025-09-18,70.33
